created,username,tweet,retwc,hashtag,followers,friends,label
07-04-2019 14:02,b'Eiknorr Cubes \xf0\x9f\xa6\x90 \xf0\x9f\xa5\xa9',b'@yenbao_ OHMYGOD WHO DA WHO \xf0\x9f\x91\x80 ATTENTION WHORE MUCH HAHAAHHA',0,None,233,341,0
07-04-2019 14:02,b'Melate\xf0\x9f\x87\xaa\xf0\x9f\x87\xb9|esd\xf0\x9f\x93\x8c',"b""I would like to apologize for asking that question yesterday, I don't want anyone to think im just an attention seeking whore..""",0,None,452,534,0
07-04-2019 14:02,b'go read my bio',b'@retracal lmaoooo bye whore! i take my heart eyes back!!',0,None,1525,1078,0
07-04-2019 14:02,b'AlphaCat',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,156,194,0
07-04-2019 14:02,b'NaUf',"b'@AdxmolaLookmxn Youre just proving my point.Youre an idiot, attention whore.Period.'",0,None,52,175,0
07-04-2019 14:02,b'thats a real kick in the knackers bud',b'RT @abbygov: Indian people are fake af I have aunties coming up to me at the temple like abhi we are so proud of everything ur doing! man',152,None,278,269,0
07-04-2019 14:02,b'bobbie salazar going\xe2\x9c\x88\xef\xb8\x8fSCHOLARSHIP',b'i am an r&amp;b mans whore https://t.co/iO8pW8ShuY',1,None,553,812,0
07-04-2019 14:01,b'Jorge Wilson',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,14,197,0
07-04-2019 14:01,b'Derpcoil',"b""RT @IvyLebelle11: EVERY RETWEET GETS A NUDE \xf0\x9f\x98\x8d\xf0\x9f\x8d\x91 DM me if youre horny \xf0\x9f\x98\x9c\xf0\x9f\x8d\x86\xf0\x9f\x92\xa6DON'T FORGET TO FOLLOW ME#horny #boobs #tits #pussy #porn #amateur""",22,horny,1,82,1
07-04-2019 14:01,b'hobi culture \xf0\x9f\xa5\xba',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,167,108,0
07-04-2019 14:01,b'Kevinx1 :/',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,31,80,0
07-04-2019 14:01,b'Tom Webber',"b'RT @Rich9908: Referee Gil Manzano\'s report: ""In the 28th minute the player Diego Da Silva Costa was sent off for the following motive: he s'",1249,None,1342,1010,0
07-04-2019 14:01,b'Brenda',b'@AhmedBaba_ @realDonaldTrump Thats a lie you pathitic piece of crap!Hillary colluded with russia paid millions of o https://t.co/PvLPDY59LB',0,None,465,624,0
07-04-2019 14:01,b'clearskies54',"b'RT @RealSLokhova: I received an email from my professor who encouraged me, a new mother with a 1 moth old baby, a woman who he knew has bee'",119,None,358,186,0
07-04-2019 14:01,b'Hopelessly Dramatic',b'RT @PassMyTweet_Lef: @Analytical_Love You gay lol wait.. ugh nvm whore  i miss/hate you',1,None,652,477,0
07-04-2019 14:01,b'(\xe3\x81\xa3\xe2\x97\x94\xe2\x97\xa1\xe2\x97\x94)\xe3\x81\xa3 \xe2\x99\xa5 lily \xe2\x99\xa5 BTS X WEMBLEY',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,130,390,0
07-04-2019 14:01,b'Ava',"b'Sorry if i tweet madly about someone, i will then text that person personally, so if you are triggered with my twee https://t.co/FujjeyIpxR'",0,None,22,30,0
07-04-2019 14:01,b'Z',b'\xf0\x9f\x8f\xb9- sissss one of my fav kangaroos on here Ilysmm. youve been nothing but a sweetheart to me since the start. ur so https://t.co/fr2kfErqso',0,None,528,530,0
07-04-2019 14:00,b'Karina Oliveira',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,9,30,0
07-04-2019 14:00,b'min~',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,1275,1544,0
07-04-2019 14:00,b'eXtasy Books',"b'Body, Heart and Soul by Lee-Ann Wallace ~ On her way to a whore house as punishment, Allura begs a dangerous pirate https://t.co/qjEdEH8W6g'",0,None,3900,3915,0
07-04-2019 14:00,b'Jussara Soares Naconiecni',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,606,428,0
07-04-2019 14:00,b'rania',b'U seem like a whore for black cock  big time\xf0\x9f\xa4\xaa https://t.co/D7ycOLorJx',0,None,750,194,1
07-04-2019 14:00,b'evangeliqu\xc3\xa9 tw\xc3\xb8 of us',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,5174,5299,0
07-04-2019 14:00,b'Tjay \xed\x94\xbc\xeb\x8b\x89\xec\x8a\xa4\xf0\x9f\x92\x93PERSONA\xe2\x99\xa1will\xe2\x99\xa1destory\xe2\x99\xa1all\xe2\x99\xa1charts\xf0\x9f\x92\x9f',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,292,214,0
07-04-2019 14:00,b'gaspar',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,1985,1404,0
07-04-2019 14:00,b'Yoeri',"b'RT @Rich9908: Referee Gil Manzano\'s report: ""In the 28th minute the player Diego Da Silva Costa was sent off for the following motive: he s'",1249,None,127,177,0
07-04-2019 13:59,b'Mandy',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,21,39,0
07-04-2019 13:59,b'Mrs Brightside of York \xe2\x9a\xa1\xef\xb8\x8f',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,5152,5159,0
07-04-2019 13:59,b'\xc5\xa4\xc3\xb8m M~M',"b'RT @Rich9908: Referee Gil Manzano\'s report: ""In the 28th minute the player Diego Da Silva Costa was sent off for the following motive: he s'",1249,None,215,179,0
07-04-2019 13:59,b'\xf0\x9d\x9a\x93\xf0\x9d\x9a\x8a\xf0\x9d\x9a\xa2\xf0\x9d\x9a\x96\xf0\x9d\x9a\x8e',b'@woerror YOU CALL ME A WHORE ALL THE TIME',0,None,858,212,0
07-04-2019 13:59,b'manuzinha \xf0\x9f\xa7\x9c\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x96\xa4',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,11,73,0
07-04-2019 13:59,b'litachi uchiha.',b'Im a whore for triller now.',0,None,460,272,0
07-04-2019 13:59,b'05.26',b'RT @IittIeuphorias: bts be a whore ONE more time i dare you https://t.co/kxH6CoDeVe',8,None,1378,1348,0
07-04-2019 13:59,b'\xf0\x9d\x99\x9f\xf0\x9d\x99\x96\xf0\x9d\x99\x98\xf0\x9d\x99\xa0\xf0\x9d\x99\x9e\xf0\x9d\x99\x9a\xf0\x9d\x99\xa8 \xf0\x9d\x99\xa8\xf0\x9d\x99\x9a\xf0\x9d\x99\x9a\xf0\x9d\x99\x9e\xf0\x9d\x99\xa3\xf0\x9d\x99\x9c \xf0\x9d\x99\x97\xf0\x9d\x99\xa9\xf0\x9d\x99\xa8',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,653,429,0
07-04-2019 13:59,"b'Lock, STOCKS and 2 smoking bulls \xf0\x9f\x90\x82\xf0\x9f\x92\xb0\xf0\x9f\x93\x89'",b'Home whore \xf0\x9f\x98\xa1 https://t.co/uCkEbManez',0,None,885,406,0
07-04-2019 13:59,b'\xf0\x93\x85\x93 \xf0\x9f\x94\xb4 Mr. Liverpool \xf0\x93\x85\x93',b'@KingANAD @_FreshAA Whore wey Dey in form from day one \xf0\x9f\xa4\xa3',0,None,4921,1471,0
07-04-2019 13:59,b'kami \xf0\x9f\x90\x8d',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,267,133,0
07-04-2019 13:59,b'Jair S',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,566,400,0
07-04-2019 13:59,b'Bento',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,387,316,0
07-04-2019 13:59,b'Sick Breakdowns!',b'Thy Art Is Murder - Whore To A Chainsaw#sickbreakdowns https://t.co/9Kh117U9CJ',0,sickbreakdowns,1300,1503,0
07-04-2019 13:58,b'forsythe',b'fame whore',0,None,421,458,0
07-04-2019 13:58,"b's, and a flower \xe2\x99\xa1'",b'@glowosh i bet you know what whore ass bitch means',0,None,398,197,1
07-04-2019 13:58,b'\xe2\x80\x8f\xd9\x8b',b'i amn...... just a litle whore. Thatse all. i Canot change this . https://t.co/r2D0HEAiE8',0,None,1600,492,0
07-04-2019 13:58,b'BlindSided',"b'@dokijk hello whore, how are you?'",0,None,10,22,1
07-04-2019 13:58,b'\xf0\x9f\x8d\x80',b'RT @IittIeuphorias: bts be a whore ONE more time i dare you https://t.co/kxH6CoDeVe',8,None,1321,4231,0
07-04-2019 13:58,b'\xec\x82\xac\xeb\xa7\x8c\xeb\x8b\xa4 \xeb\x8d\xb8\xeb\x9d\xbc \xed\x81\xac\xeb\xa3\xa8\xec\xa6\x88\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x87\xb5\xf0\x9f\x87\xad\xe2\x9c\x8c\xf0\x9f\x8f\xbb',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,208,483,0
07-04-2019 13:58,b'nat',b'RT @IittIeuphorias: bts be a whore ONE more time i dare you https://t.co/kxH6CoDeVe',8,None,2167,1525,0
07-04-2019 13:58,b'pulitic',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,1,9,0
07-04-2019 13:58,b'sonia',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,262,258,0
07-04-2019 13:58,b'VASQUINHO',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,7,60,0
07-04-2019 13:58,b'\xf0\x9f\x8d\x80',b'RT @IittIeuphorias: bts be a whore ONE more time i dare you https://t.co/kxH6CoDeVe',8,None,893,2747,0
07-04-2019 13:58,"b'MAGA? Yes, please\xf0\x9f\x87\xba\xf0\x9f\x87\xb8'","b'RT @CHIZMAGA: So all Trump has to do in 2020 is beat a Creepy Pedo, a full blown Socialist, a Reparations Whore and a Fake Indian?Is this'",128,None,6808,7270,1
07-04-2019 13:58,b'All berto',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,889,57,0
07-04-2019 13:58,b'\xf0\x9f\x92\xa4',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,1468,1921,0
07-04-2019 13:58,b'bts is coming',b'RT @IittIeuphorias: bts be a whore ONE more time i dare you https://t.co/kxH6CoDeVe',8,None,966,2644,0
07-04-2019 13:58,b'Teddy is seeing BTS!',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,395,551,0
07-04-2019 13:58,b'yesiknowistanalotofgroups',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,105,203,0
07-04-2019 13:57,b'Dana',"b'RT @CHIZMAGA: So all Trump has to do in 2020 is beat a Creepy Pedo, a full blown Socialist, a Reparations Whore and a Fake Indian?Is this'",128,None,1340,1985,1
07-04-2019 13:57,b'rom \xf0\x9f\x8c\xa9\xef\xb8\x8f',b'@bmplt @AaronGams whore KA',0,None,244,99,0
07-04-2019 13:57,b'anita \xf0\x9f\x8c\x88',b'd3pressiv3cat cancelada por dramaqueen y whore attention',0,None,433,757,0
07-04-2019 13:57,b'\xe2\x9d\x8cNationalist-V.H.@BigSlick',"b'RT @CHIZMAGA: So all Trump has to do in 2020 is beat a Creepy Pedo, a full blown Socialist, a Reparations Whore and a Fake Indian?Is this'",128,None,3934,4725,1
07-04-2019 13:57,b'Raquel Maielo',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,32,76,0
07-04-2019 13:57,b'\xc4\xb1v',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,792,281,0
07-04-2019 13:57,"b""\xe1\xb4\xb4\xe1\xb4\xb5\xe1\xb4\xbf\xe1\xb4\xac\xe1\xb4\xae\xe1\xb4\xb1\xe1\xb4\xb8\xe1\xb4\xb8\xca\xb8' eldarya \xf0\x9f\x8c\xb8\xf0\x9f\x8d\x83""","b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,11031,9704,0
07-04-2019 13:57,b'zena',b'@troysnasa OMG YOURE RIGHT DANIEL PROBABLY KILLED HIM NOT BITCH ASS FATASS SMELLY WHORE MADISON',0,None,2041,35,1
07-04-2019 13:57,b'REBORN',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,986,578,0
07-04-2019 13:57,b'jonny',"b'RT @Rich9908: Referee Gil Manzano\'s report: ""In the 28th minute the player Diego Da Silva Costa was sent off for the following motive: he s'",1249,None,1048,1897,0
07-04-2019 13:57,b'Ben',"b'RT @Rich9908: Referee Gil Manzano\'s report: ""In the 28th minute the player Diego Da Silva Costa was sent off for the following motive: he s'",1249,None,491,573,0
07-04-2019 13:57,b'alisha',b'bts be a whore ONE more time i dare you https://t.co/kxH6CoDeVe',8,None,6444,472,0
07-04-2019 13:57,b'Cherry lynn Mistress',b'Someone just made me a favorite on #NiteFlirt. Call me at https://t.co/MM3eFejEP9 to see why.',0,NiteFlirt,160,33,0
07-04-2019 13:57,b'\xf0\x9d\x93\x85\xf0\x9d\x92\xbd\xf0\x9d\x92\xb6\xf0\x9d\x93\x89 \xf0\x9d\x93\x82\xf0\x9d\x91\x92\xf0\x9d\x91\x9c\xf0\x9d\x93\x8c \xf0\x9d\x93\x82\xf0\x9d\x91\x92\xf0\x9d\x91\x9c\xf0\x9d\x93\x8c',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,9,26,0
07-04-2019 13:57,b'\xce\xbd\xce\xb1\xd0\xb8\xd1\x82\xce\xb1\xd1\x94\xe3\x80\x8a\xe1\xb4\x98\xe1\xb4\x87\xca\x80s\xe1\xb4\x8f\xc9\xb4\xe1\xb4\x80\xe3\x80\x8b',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,214,931,0
07-04-2019 13:57,b'vegana soft',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,492,207,0
07-04-2019 13:57,b'hoseok has decided to deth me',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,587,326,0
07-04-2019 13:56,b'\xf0\x9f\x92\x99',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,109,498,0
07-04-2019 13:56,b'DC1960',"b""@sajidjavid You fucking idiot it's the PARENTS' responsibility and NO-ONE ELSE'S!We are not collectively responsib https://t.co/GRU5w86ac4""",0,None,0,0,0
07-04-2019 13:56,b'Pedro Souza',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,104,371,0
07-04-2019 13:56,b'mark fee',b'Bit of a horrible whore https://t.co/TAZ6qeVVnq',0,None,1531,2680,0
07-04-2019 13:56,b'\xe2\x98\x81',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,3014,953,0
07-04-2019 13:56,b'minky',N,24,None,2211,317,0
07-04-2019 13:56,b'Lotte \xf0\x9f\x92\x9b',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,103,42,0
07-04-2019 13:56,b'ace\xc2\xb0 * \xc2\xb7 . \xc2\xb7 * \xc2\xb0 \xc2\xb7 .*',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,34,152,0
07-04-2019 13:56,b'Jhullya Emilly',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,9,147,0
07-04-2019 13:56,b'gina.',b'im a whore',1,None,44,89,0
07-04-2019 13:55,b'\xe2\x98\xbe \xca\x80\xc9\xaa\xe1\xb4\xa0\xe1\xb4\x87\xca\x80',"b'@boojiboarder Im a whore for YOU,,'",0,None,218,176,0
07-04-2019 13:55,b'Rebecca\xe2\x99\xa1',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,598,572,0
07-04-2019 13:55,b'\xf0\x9d\x9a\x8a\xf0\x9d\x9a\x95\xf0\x9d\x9a\xa2 \xe0\xb7\x86*\xcb\x9a',"b""kim taehyung's whore. thats my middle name https://t.co/nCYaRiTGRa""",0,None,791,672,0
07-04-2019 13:55,b'M\xc3\xb4nica',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,1220,558,0
07-04-2019 13:55,b'Geo \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\xa6\x85',"b""@Holtfrerich @Acu4D Don't be a whore.""",0,None,2802,503,0
07-04-2019 13:55,b'\xe3\x85\xa4 \xe3\x85\xa4 \xe3\x85\xa4 \xe3\x85\xa4',b'RT @sugastethic: Im a whore for yoongi being a whore in leather pants https://t.co/JLtFX0jrKj',334,None,724,859,0
07-04-2019 13:55,b'amandaclimeniahoffmann',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,4,78,0
07-04-2019 13:55,b'trey',b'My ex is a fucking cum guzzling whore',0,None,574,481,1
07-04-2019 13:55,b'Gone.',b'Im horny. Free nudes for nice TEEN cocksIts the morning. Which of you boys are wanking? #horny #teen #pussy https://t.co/FFdD1TLnzd',1,horny,815,45,1
07-04-2019 13:54,b'angelica pickles',"b'one two three fouri dont want that whore no morefive six seven eighti am gonna find a date~Wadley, 2011'",0,None,441,352,0
07-04-2019 13:54,b'CJ Douglass',b'@AimeeMaroux @Whore_of_skyrim @AuthorBJBlack @BourbonSex @InmanBooks @AnjikoZ @rowena_tisdale @AnaHannahAuthor https://t.co/jcAp4VBlow',0,None,5658,5700,0
07-04-2019 13:54,b'Datavine',"b""Crocodiles? More like homo's sky more like BORESONA WHORE. Stolken agrees.""",0,None,62,9,1
07-04-2019 13:54,b'Nane Diniz',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,306,456,0
07-04-2019 13:54,b'\xf0\x9f\x94\xb4 KittoO \xe2\x9a\xaa\xef\xb8\x8f',"b'RT @Rich9908: Referee Gil Manzano\'s report: ""In the 28th minute the player Diego Da Silva Costa was sent off for the following motive: he s'",1249,None,1132,3650,0
07-04-2019 13:54,b'CJ Douglass',b'@AimeeMaroux @Whore_of_skyrim @AuthorBJBlack @BourbonSex @InmanBooks @AnjikoZ @rowena_tisdale @AnaHannahAuthor https://t.co/Rd316NyDRP',0,None,5658,5700,0
07-04-2019 13:54,b'Trish',"b""@LindyCFF @JoseIsBae81 @breng0221 But he did threaten to kill Carly, he did call her a whore and a slut. That's abu https://t.co/XXSkr3K9RU""",0,None,65,45,0
07-04-2019 13:54,b'Marina',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,1182,643,0
07-04-2019 13:54,b'Aleatorio idiota',"b'RT @felipeneto: Brasileiros, ajudem a denunciar esse sujeito para a @UofSC (Universidade de South Carolina), onde ele estuda.Hi @UofSC, t'",35662,None,53,143,0
06-04-2019 21:45,b'Samantha',b'Trying to figure out a way to sneak food into a club... I can wear the thigh high boots and stuff Jell-O shots in https://t.co/Gc3IQAGrCP',0,None,12,235,0
06-04-2019 7:57,b'Rachael Nichole',"b""Wanna tell me I should be at home with my baby.. bitch at least my baby's with his father.. where's yours? #dumbbitch #insicureaf #youmad""",0,dumbbitch,3,18,0
06-04-2019 1:32,b'#GoBucks-KeepPounding-WarEagle',"b""@MusingsByGritXO @gatewaypundit You can't fix #DumbBitch Keep it coming, honey!""",1,DumbBitch,14453,14542,1
05-04-2019 23:56,b'Mike Hayden',"b'Ummm, @AOC show your school transcripts, cuz you grew up in Westchester, NOT the Bronx.....You act loike No one wi https://t.co/Z3uOQyW5c4'",0,None,1911,2320,0
05-04-2019 22:33,b'Ammas_babydoll',"b""RT @msw75217: @Beg1Girl @gspatton007 So - in @HillaryClinton 's mind - PRO Life is the Same as ANTI-Choice...#DUMBBITCH""",2,DUMBBITCH,332,330,1
05-04-2019 20:34,b'Mike Hayden',"b""@Beg1Girl @gspatton007 So - in @HillaryClinton 's mind - PRO Life is the Same as ANTI-Choice...#DUMBBITCH""",2,DUMBBITCH,1911,2320,1
05-04-2019 20:16,b'\xd1\x95\xcf\x89\xd1\x94\xd1\x94\xd1\x82 \xe2\x84\x93\xce\xb9\xd0\xba\xd1\x94 \xc3\xa7\xce\xb9\xd0\xb8\xd0\xb8\xc3\xa5\xd0\xbc\xcf\x83\xd0\xb8',b'What am I on? #glitter #dumbbitch #whyamilikethis #high https://t.co/tA7UkhO5ji',0,glitter,73,286,0
05-04-2019 18:57,b'\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5Burn ALL The Prisons\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5',"b'Here\'s Kim ""Queen of the culture vultures"" Kardashian stealing from yet another culture without having the decency https://t.co/UPlw30SIoB'",0,None,1511,2020,0
05-04-2019 16:23,b'Jerome',b'RT @_Ally_Sultan_: You running your mouth on twitter hiding behind a phone does not make u a bad bitch \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #dumbbitch https://t.co/HEKWv2T',12,dumbbitch,163,147,0
05-04-2019 14:49,b'\xf0\x9d\x9a\x8d\xf0\x9d\x9a\x8a\xf0\x9d\x9a\x97\xf0\x9d\x9a\x8a',b'@UnoJose20 thank u one and only one and onlehhh! #dumbbitch \xf0\x9f\xa4\xaa\xf0\x9f\x98\xa1',0,dumbbitch,991,456,0
05-04-2019 2:01,b'Jesse Standiford',b'The dots never look right on my insta. #Instagram #ocd #dumbbitch',0,Instagram,2,19,0
05-04-2019 0:35,b'babyk \xf0\x9f\x92\x9b',b'RT @_Ally_Sultan_: You running your mouth on twitter hiding behind a phone does not make u a bad bitch \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #dumbbitch https://t.co/HEKWv2T',12,dumbbitch,590,359,0
05-04-2019 0:34,b'HappyDragen',b'First of I was born in Texas...you dumb bitch #dumbbitch',0,dumbbitch,59,278,1
05-04-2019 0:13,b'Travis',b'RT @_Ally_Sultan_: You running your mouth on twitter hiding behind a phone does not make u a bad bitch \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #dumbbitch https://t.co/HEKWv2T',12,dumbbitch,216,198,0
05-04-2019 0:10,b'Norma R',b'@RealSaavedra This #GhettoRat knows everything! SMH #DumbBitch',0,GhettoRat,40,40,0
04-04-2019 23:39,b'Nick Sammy',b'RT @_Ally_Sultan_: You running your mouth on twitter hiding behind a phone does not make u a bad bitch \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #dumbbitch https://t.co/HEKWv2T',12,dumbbitch,79,188,0
04-04-2019 23:21,b'Martha',b'@LisaMarieBoothe What you jealous? Afraid she may reach the audience you gaslight? #dumbbitch',0,dumbbitch,222,1100,0
04-04-2019 23:06,b'H\xf0\x9f\xa6\x8b',b'RT @_Ally_Sultan_: You running your mouth on twitter hiding behind a phone does not make u a bad bitch \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #dumbbitch https://t.co/HEKWv2T',12,dumbbitch,525,402,0
04-04-2019 22:58,b'Taals\xf0\x9f\x8c\xb9',b'RT @_Ally_Sultan_: You running your mouth on twitter hiding behind a phone does not make u a bad bitch \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #dumbbitch https://t.co/HEKWv2T',12,dumbbitch,684,254,0
04-04-2019 15:52,b'Shania Tiffany',b'RT @_Ally_Sultan_: You running your mouth on twitter hiding behind a phone does not make u a bad bitch \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #dumbbitch https://t.co/HEKWv2T',12,dumbbitch,259,250,0
04-04-2019 15:43,b'LIX',b'RT @_Ally_Sultan_: You running your mouth on twitter hiding behind a phone does not make u a bad bitch \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #dumbbitch https://t.co/HEKWv2T',12,dumbbitch,537,399,0
04-04-2019 15:40,b'Ally-Baba',b'You running your mouth on twitter hiding behind a phone does not make u a bad bitch \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #dumbbitch https://t.co/HEKWv2TwqW',12,dumbbitch,400,450,0
04-04-2019 4:43,b'kennedy',"b'Having to check a bitch is so draining, convert vibe ruined.... #dumbbitch #brokedownbtc #ontip'",0,dumbbitch,185,213,1
03-04-2019 22:51,b'COURTNEY',b'The fact that I want Alex and Juliette to get back together just reaffirms the fact that I am a #dumbbitch \xf0\x9f\x92\x95',0,dumbbitch,670,308,0
03-04-2019 19:42,b'SPF',b'@MileyCyrus The idiot that does things just for Instagram! #dumbbitch #yourmusicfuckingsucks #respectnature https://t.co/DhE0lSvZjK',0,dumbbitch,3,27,1
03-04-2019 16:17,b'Marisol Mercado',b'@RawStory She needs to get over it #DumbBitch',0,DumbBitch,610,668,1
